timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,additional_monetary_comp,currency,income_context,country,us_state,city,years_of_experience_in_field,years_of_experience_overall,highest_level_of_education,gender,race
4/27/2021 9:56:39,25-34,Law,Lawyer,Commission based,47652,,USD,,United Kingdom,,,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-15 23:24,25-34,Food & Beverage,Chef,Contract role,$67256,"$1,635",USD,,UK,,Austin,1 year or less,1 year or less,College degree,Woman,
04/22/2021 05:50:29,25-34,Engineering,Principal Engineer,,"$84,296",2724,USD,,United States,Illinois,Seattle,2 - 4 years,2 - 4 years,Master's degree,Woman,
04/15/2021 06:15:12,35-44,Architecture,Senior Architect,Senior level,39012,,USD ,before tax,United States,Florida,,1 year or less,1 year or less,Master's degree,Man,
04/24/2021 21:56:45,45-54,Hospitality,Front Desk Manager,Senior level,"69,764","5,769.00",USD,before tax,United states,Oregon,,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American
04/22/2021,25-34,Food & Beverage,Restaurant Manager,Academic salary,"31,140","1,989",CAD,,Canada,,,2 - 4 years,2 - 4 years,PhD,woman,White
2021-04-23 07:20,18-24,Banking/Finance,Compliance Officer,Government pay scale,,,USD,USD equivalent,United States,New York,,8 - 10 years,8 - 10 years,High School,Man,"Hispanic, Latino, or Spanish origin"
4/16/2021 22:44:57,35-44,Tech/Software,Data Analyst,Includes bonus," 95,776 ",,AUD,net,Sweden,,,5-7 years,5-7 years,Master's degree,Female,Asian or Asian American
04/12/2021,55-64,Food & Beverage,Food & Beverage Manager,Remote position,59572,"29,708",usd,USD equivalent,Ireland,,,2 - 4 years,2 - 4 years,PhD,man,White
2021-04-19 06:51,35-44,Marketing & Advertising,Brand Manager,Academic salary,"89,999",,USD,net,Canada,,,11 - 20 years,11 - 20 years,College degree,Man,Another option not listed here
2021-04-15 09:51,35-44,Architecture,Project Architect,,,0.00,USD,,Canada,,,2 - 4 years,2 - 4 years,Master's degree,Woman,
04/12/2021 04:49:42,45-54,Nonprofit,Executive Director,Government pay scale,"64,435",,USD,,U.S.,,,11 - 20 years,11 - 20 years,College degree,Woman,
4/14/2021 4:00:21,35-44,Education (Higher Ed),Dean,Includes bonus,,,INR,net,United States,,Austin,11 - 20 years,11 - 20 years,Some college,Man,
04/24/2021,45-54,Marketing & Advertising,Content Manager,Senior level,,,USD,before tax,United States,Texas,Austin,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-29 16:48,35-44,Education (Higher Ed),Lecturer,Contract role," 86,826 ","14,142",USD,,United States,Illinois,,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Female,Asian or Asian American
4/19/2021 2:24:51,25-34,Tech/Software,Product Manager,Includes bonus,"201,383.00",,CAD,,USA,Colorado,New York,11 - 20 years,11 - 20 years,College degree,,
04/24/2021,35-44,Consulting,Management Consultant,Includes bonus,"169,838.00",0,AUD,,Canada,,,5-7 years,5-7 years,Some college,Female,
04/23/2021,35-44,HR/People Ops,HR Director,,"$86,553",$10445,USD,,U.S.,,,5-7 years,5-7 years,Master's degree,Man,Black or African American
04/20/2021,35-44,Tech/Software,IT Manager,Remote position,"39,895","$1,639",USD,,United States,Massachusetts,Seattle,8 - 10 years,8 - 10 years,College degree,Man,
4/17/2021 13:31:01,35-44,Healthcare,Nurse Practitioner,Senior level,229421,21595,EUR,,United States,Oregon,,21 - 30 years,21 - 30 years,College degree,Woman,
2021-04-21 02:57,35-44,Legal,Associate Attorney,Academic salary,"229,485.00",,GBP,net,United States,New York,,21 - 30 years,21 - 30 years,Master's degree,Man,Multiracial
04/22/2021 01:02:39,35-44,Accounting,Staff Accountant,,"66,869.00",14049,INR,,Canada,,Los Angeles,8 - 10 years,8 - 10 years,College degree,man,
04/27/2021 15:15:22,35-44,Legal,Attorney,Remote position,83021,,EUR,,United states,Colorado,,2 - 4 years,2 - 4 years,Master's degree,Man,
4/28/2021 4:28:29,35-44,Retail,Store Manager,,83659,,EUR,,United Kingdom,,,2 - 4 years,2 - 4 years,Master's degree,Man,Another option not listed here
2021-04-18 21:41,35-44,Food & Beverage,Catering Manager,Remote position,90551,,AUD,,Canada,,,11 - 20 years,11 - 20 years,Master's degree,woman,Black or African American
04/28/2021,45-54,Media & Publishing,Content Writer,Senior level,"$34,682",,USD,,United States,,,8 - 10 years,8 - 10 years,College degree,Woman,White
04/18/2021,25-34,Banking/Finance,Branch Manager,Government pay scale,"55,323",244,usd,before tax,US,,,5-7 years,5-7 years,College degree,,Black or African American
2021-04-29 05:06,25-34,Architecture,Project Architect,,,none,USD,,Australia,,,2 - 4 years,2 - 4 years,College degree,Non-binary/third gender,
04/29/2021 11:55:23,45-54,Food & Beverage,Chef,Senior level,"91,600.00","3,821",EUR,,,,,8 - 10 years,8 - 10 years,Master's degree,Woman,
4/22/2021 7:59:10,35-44,Food & Beverage,Restaurant Manager,," 60,275 ",,USD,net,United States,,Los Angeles,11 - 20 years,11 - 20 years,Some college,Female,Asian or Asian American
2021-04-26 20:57,55-64,Architecture,Senior Architect,Government pay scale,"81,120.00",,USD,,United States,Illinois,,5-7 years,5-7 years,Master's degree,Non-binary/third gender,Asian or Asian American
2021-04-25 15:22,55-64,Tech/Software,DevOps Engineer,Government pay scale,$87750,3412,CAD,,USA,,,5-7 years,5-7 years,College degree,Woman,
4/19/2021 9:59:31,35-44,Engineering,Electrical Engineer,Senior level,$87042, ,GBP,,United States,,,5-7 years,5-7 years,College degree,Woman,Multiracial
04/13/2021 08:49:25,35-44,Banking/Finance,Credit Analyst,Remote position,"$77,010",10035,USD,USD equivalent,United States,California,Austin,2 - 4 years,2 - 4 years,Some college,Non-binary,White
2021-04-27 10:25,35-44,Tech/Software,Data Scientist,Academic salary,24839,,USD,,United Kingdom,,Portland,21 - 30 years,21 - 30 years,PhD,Man,"Hispanic, Latino, or Spanish origin"
4/21/2021 12:52:40,35-44,Education (K-12),Middle School Teacher,Contract role,50155,14349,USD,,USA,New York,Los Angeles,1 year or less,1 year or less,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
2021-04-29 10:01,25-34,Hospitality,Event Coordinator,Includes bonus,"$92,596","7,301",USD,,Canada,,,11 - 20 years,11 - 20 years,College degree,Non-binary/third gender,Multiracial
2021-04-27 07:56,35-44,Education (K-12),Teacher,Academic salary,"52,747",,GBP,,US,,,8 - 10 years,8 - 10 years,Some college,Man,Multiracial
04/21/2021 07:27:46,35-44,Education (Higher Ed),adjunct lecturer,Commission based,"$54,929","1,234",USD,,United Kingdom,,,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Male,
2021-04-12 09:37,35-44,Nursing,Head Nurse,," 42,913 ",,USD,,United States,,,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Non-binary,"Hispanic, Latino, or Spanish origin"
2021-04-18 13:49,35-44,Consulting,Strategy Consultant,Remote position,67780,,CAD,,United States,New York,,1 year or less,1 year or less,College degree,Man,Another option not listed here
04/17/2021,55-64,Government & Public Administration,Policy Analyst,,"48,232","1,467",AUD,,India,,,5-7 years,5-7 years,Some college,Female,
04/12/2021,65 or over,Government & Public Administration,Program Manager,Part-time equivalent,"105,108",,usd,,Canada,,,21 - 30 years,21 - 30 years,High School,Man,"Hispanic, Latino, or Spanish origin"
4/29/2021 3:18:33,35-44,Legal,Paralegal,Entry level position,174748,"$45,558",USD,,France,,Los Angeles,21 - 30 years,21 - 30 years,High School,Man,
4/28/2021 14:33:10,25-34,Consulting,Senior Consultant,Senior level,"$60,602",,USD,,United States,Texas,Seattle,2 - 4 years,2 - 4 years,Master's degree,Female,Black or African American
04/13/2021 12:02:21,25-34,Real Estate,Realtor,Includes bonus,,,USD,,Canada,,,8 - 10 years,8 - 10 years,College degree,woman,
4/26/2021 5:56:03,35-44,Government & Public Administration,Public Health Officer,Remote position," 70,941 ",,INR,,Switzerland,,,11 - 20 years,11 - 20 years,PhD,Female,White
04/21/2021,35-44,Law,Public Defender,," 135,481 ",,USD,gross,United States,Illinois,New York,11 - 20 years,11 - 20 years,Master's degree,man,White
04/20/2021 08:32:55,35-44,Food & Beverage,Chef,Contract role,"56,386.00",,AUD,,United States,,,5-7 years,5-7 years,Master's degree,Man,
4/28/2021 23:55:54,35-44,Education (Higher Ed),Postdoc,Contract role,81273," 36,928 ",USD ,,Australia,,Chicago,5-7 years,5-7 years,College degree,Female,Asian or Asian American
04/25/2021 19:15:22,35-44,Law,Prosecutor,Includes bonus,"1,200,000",893,EUR,,Netherlands,,,5-7 years,5-7 years,College degree,Non-binary/third gender,Multiracial
4/18/2021 6:13:57,18-24,Law,Corporate Attorney,Commission based,"$118,949",,USD,,United states,Illinois,Seattle,11 - 20 years,11 - 20 years,Master's degree,Man,White
2021-04-12 19:39,25-34,Tech/Software,Software Developer,Commission based,"86,629",,USD,,Sweden,,,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",man,"Hispanic, Latino, or Spanish origin"
4/15/2021 14:59:08,25-34,Finance,Financial Analyst,Commission based,78217,,USD ,,Germany,,,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
04/14/2021,55-64,Food & Beverage,Executive Chef,Academic salary," 88,569 ",,USD,,United States,,,11 - 20 years,11 - 20 years,Master's degree,Non-binary,
04/21/2021,55-64,Food & Beverage,Catering Manager,Includes bonus,64724,,USD,,New Zealand,,San Francisco,8 - 10 years,8 - 10 years,College degree,Man,
04/19/2021 10:22:36,25-34,Tech/Software,PM,Senior level,"59,327",,USD,,India,,,1 year or less,1 year or less,High School,Woman,Multiracial
04/18/2021 18:43:44,35-44,Healthcare,Nurse Practitioner,Academic salary,113756,$15678,USD,,United states,,,8 - 10 years,8 - 10 years,College degree,Man,Multiracial
4/28/2021 17:29:29,25-34,Legal,Partner,," 111,406 ",0,USD,,Canada,,New York,2 - 4 years,2 - 4 years,College degree,Man,Asian or Asian American
04/28/2021 14:29:21,45-54,Nursing,Head Nurse,Senior level,78998,3322,USD,,US,California,San Francisco,5-7 years,5-7 years,Master's degree,Man,Multiracial
04/20/2021,18-24,Law,Public Defender,,,,USD,USD equivalent,Switzerland,,Portland,2 - 4 years,2 - 4 years,College degree,Non-binary/third gender,Multiracial
2021-04-26 15:58,35-44,Finance,Portfolio Manager,,49436,,USD,,Ireland,,,1 year or less,1 year or less,High School,Woman,Asian or Asian American
04/20/2021 20:33:51,65 or over,Education (Higher Ed),adjunct lecturer,Senior level,, ,CAD,USD equivalent,United States,Massachusetts,San Francisco,8 - 10 years,8 - 10 years,Master's degree,Man,Black or African American
4/22/2021 18:37:22,25-34,Education (Higher Ed),adjunct lecturer,,"59,956","$5,059",USD,,Australia,,Los Angeles,2 - 4 years,2 - 4 years,Some college,Female,"Hispanic, Latino, or Spanish origin"
04/16/2021,25-34,HR/People Ops,HR Business Partner,,"54,576",,USD,,U.S.,Texas,,11 - 20 years,11 - 20 years,College degree,man,Multiracial
2021-04-21 09:07,35-44,Education (K-12),High School Teacher,,,,USD,,Germany,,Los Angeles,21 - 30 years,21 - 30 years,Some college,Man,White
4/19/2021 5:52:43,25-34,Nursing,Head Nurse,Commission based,$59666,,USD,,Netherlands,,,8 - 10 years,8 - 10 years,College degree,Woman,
04/13/2021,35-44,Healthcare,Physician Assistant,Government pay scale,"156,206.00",,usd,,,,,2 - 4 years,2 - 4 years,College degree,Woman,Another option not listed here
4/13/2021 6:21:16,18-24,Healthcare,Medical Director,,"294,966",0.00,USD,before tax,Australia,,,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Male,"Hispanic, Latino, or Spanish origin"
2021-04-17 20:22,25-34,Healthcare,MD,Government pay scale,"136,978.00","7,570.00",USD ,,United States,,Boston,2 - 4 years,2 - 4 years,High School,Female,"Hispanic, Latino, or Spanish origin"
4/19/2021 22:16:52,45-54,Government & Public Administration,City Planner,,"$84,902",3396,USD,,United States,Illinois,New York,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
04/16/2021 03:17:56,35-44,Education (K-12),Special Education Teacher,Part-time equivalent,,,EUR,,United States,Massachusetts,,5-7 years,5-7 years,PhD,Woman,Black or African American
04/13/2021,35-44,Legal,General Counsel,Government pay scale,"114,386","7,791",USD,gross,Switzerland,,,11 - 20 years,11 - 20 years,Master's degree,Female,
2021-04-27 20:31,18-24,HR/People Ops,HRBP,,43110," 4,070 ",USD,,Australia,,,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
4/25/2021 10:38:13,25-34,Healthcare,Doctor,Contract role,"216,498",$19476,USD,,United States,Florida,San Francisco,11 - 20 years,11 - 20 years,College degree,Woman,
4/14/2021 12:59:06,55-64,Consulting,Strategy Consultant,Includes bonus,$106847,,USD,,,,,5-7 years,5-7 years,Master's degree,Woman,White
04/19/2021 07:00:20,35-44,Architecture,Urban Planner,Academic salary,"$94,964"," 15,634 ",USD,,United States,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-04-20 19:44,35-44,Education (K-12),School Counselor,Academic salary,62967,,INR,,U.S.,,,5-7 years,5-7 years,Some college,Female,Black or African American
2021-04-24 09:28,25-34,Education (Higher Ed),Assistant Professor,Remote position,,none,USD,,Canada,,Boston,11 - 20 years,11 - 20 years,College degree,Male,
04/13/2021,55-64,Legal,Lawyer,,127263,6139,USD,,United States,,,2 - 4 years,2 - 4 years,PhD,Male,"Hispanic, Latino, or Spanish origin"
4/17/2021 17:12:38,25-34,Consulting,Business Analyst,,$80181,$31526,CAD,net,,,,2 - 4 years,2 - 4 years,College degree,Man,Black or African American
2021-04-13 17:29,25-34,Retail,Merchandiser,,"88,708",,GBP,,United States,,,11 - 20 years,11 - 20 years,College degree,Man,White
04/19/2021,35-44,Law,Corporate Attorney,,"50,383", ,CAD,,United States,,,8 - 10 years,8 - 10 years,College degree,Woman,Black or African American
04/14/2021,under 18,Consulting,Senior Consultant,Academic salary,"$134,272", ,USD,,Netherlands,,,21 - 30 years,21 - 30 years,College degree,woman,Multiracial
04/14/2021 16:00:28,35-44,Legal,Associate Attorney,,"88,287","7,343",USD,,United States,Florida,,2 - 4 years,2 - 4 years,College degree,Male,Asian or Asian American
2021-04-13 10:43,25-34,Media & Publishing,Editor,Contract role,"67,050","13,852",USD,,United Kingdom,,,5-7 years,5-7 years,Master's degree,Male,
2021-04-12 18:57,25-34,Architecture,Architect,Contract role,$100571,$9689,USD,,United States,New York,,11 - 20 years,11 - 20 years,PhD,,"Hispanic, Latino, or Spanish origin"
04/16/2021,25-34,HR/People Ops,Chief People Officer,Part-time equivalent,"97,873.00","3,555",AUD,,United Kingdom,,,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
04/19/2021,45-54,Tech/Software,Full Stack Developer,Senior level,"$103,182","9,712",USD,,United Kingdom,,Denver,5-7 years,5-7 years,College degree,woman,
04/24/2021,25-34,Tech/Software,Data Engineer,Part-time equivalent,98294,"13,646",USD,,Canada,,Los Angeles,5-7 years,5-7 years,College degree,Non-binary,Another option not listed here
2021-04-13 06:50,35-44,Engineering,Mechanical Engineer,Academic salary,164219,"9,054.00",EUR,,United States,Illinois,Seattle,8 - 10 years,8 - 10 years,College degree,woman,
2021-04-13 16:10,25-34,Accounting,Controller,Includes bonus,$105571, ,USD,,Australia,,Denver,8 - 10 years,8 - 10 years,PhD,Woman,Asian or Asian American
04/26/2021 03:04:42,25-34,Finance,Controller,Senior level," 62,990 ",,GBP,,US,Florida,Los Angeles,8 - 10 years,8 - 10 years,College degree,Female,
04/22/2021,35-44,Marketing & Advertising,Marketing Coordinator,,"74,784",,USD ,,,,,5-7 years,5-7 years,High School,Male,Black or African American
4/24/2021 23:56:07,35-44,Real Estate,Leasing Manager,Government pay scale,90769,0,USD,net,United States,,Seattle,2 - 4 years,2 - 4 years,College degree,Non-binary/third gender,Another option not listed here
4/19/2021 21:29:44,25-34,Tech/Software,UX Designer,,,,USD,,United States,California,San Francisco,5-7 years,5-7 years,Some college,Woman,Another option not listed here
2021-04-14 11:21,45-54,Government & Public Administration,City Planner,,"78,980.00",,USD,before tax,United Kingdom,,New York,5-7 years,5-7 years,Some college,Man,Asian or Asian American
2021-04-26 04:09,55-64,Insurance,Risk Manager,Government pay scale,"35,263.00",$80,USD,,Netherlands,,,2 - 4 years,2 - 4 years,College degree,woman,"Hispanic, Latino, or Spanish origin"
04/25/2021 23:37:17,35-44,Education (K-12),School Counselor,Part-time equivalent,$56692,,USD,,United States,Illinois,,8 - 10 years,8 - 10 years,Master's degree,Woman,
4/26/2021 10:55:56,25-34,Healthcare,Medical Director,Commission based,$74375,,CAD,,United States,Illinois,,1 year or less,1 year or less,Master's degree,Woman,Black or African American
4/15/2021 0:58:53,35-44,Government & Public Administration,Government Analyst,,42857,$543,USD,,United States,Florida,,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Black or African American
2021-04-18 02:13,25-34,Finance,Controller,Contract role," 34,471 ",,USD,,UK,,,11 - 20 years,11 - 20 years,College degree,Man,Multiracial
04/27/2021 02:32:12,45-54,HR/People Ops,HR Manager,Academic salary,"81,720",,USD,,United states,Washington,New York,8 - 10 years,8 - 10 years,Master's degree,Male,
2021-04-24 07:33,25-34,Banking/Finance,Credit Analyst,Remote position,"43,336.00",,USD,,United States,Florida,New York,1 year or less,1 year or less,College degree,Female,Multiracial
4/16/2021 9:14:20,25-34,Education (K-12),Special Education Teacher,,$79020,0,CAD,,US,Illinois,,41 years or more,41 years or more,PhD,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-22 06:27,25-34,Architecture,Urban Planner,,,,CAD,,Germany,,,5-7 years,5-7 years,Some college,,Black or African American
2021-04-12 02:04,45-54,Banking/Finance,Risk Analyst,Government pay scale,"108,194.00",571.00,CAD,USD equivalent,United States,Texas,Chicago,21 - 30 years,21 - 30 years,Master's degree,Woman,Another option not listed here
04/25/2021,25-34,Engineering,Senior Engineer,Government pay scale,146295," 3,937 ",USD,,United States,Illinois,Austin,11 - 20 years,11 - 20 years,Master's degree,Man,
